variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-scale_gate_time_constant-02eb4e0b90,hay2011_soma,biophysical,scale_gate_time_constant,"{""changes"":[{""attribute"":""rate"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"",""new"":""0.26125per_ms"",""old"":""0.209per_ms""},{""attribute"":""rate"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"",""new"":""1.175per_ms"",""old"":""0.94per_ms""}],""channel"":""Ca_HVA"",""factor"":1.25,""gate"":""m"",""mechanism"":""rate_parameters""}","[{""action"":""set"",""attribute"":""rate"",""file"":""neuroConstruct/generatedNeuroML2/Ca_HVA.channel.nml"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"",""new"":""0.26125per_ms"",""note"":""scale_gate_time_constant"",""old"":""0.209per_ms""},{""action"":""set"",""attribute"":""rate"",""file"":""neuroConstruct/generatedNeuroML2/Ca_HVA.channel.nml"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"",""new"":""1.175per_ms"",""note"":""scale_gate_time_constant"",""old"":""0.94per_ms""}]",{},"scale_gate_time_constant at neuroConstruct/generatedNeuroML2/Ca_HVA.channel.nml:/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m'] {""channel"": ""Ca_HVA"", ""factor"": 1.25, ""gate"": ""m"", ""mechanism"": ""rate_parameters""} rate: '0.209per_ms' -> '0.26125per_ms'; rate: '0.94per_ms' -> '1.175per_ms'",20260917
m-scale_gate_time_constant-52af1c4a01,hay2011_soma,biophysical,scale_gate_time_constant,"{""channel"":""SK_E2"",""factor"":2.0,""gate"":""z"",""mechanism"":""q10_insert""}","[{""action"":""insert"",""attribute"":null,""file"":""neuroConstruct/generatedNeuroML2/SK_E2.channel.nml"",""locator"":""/neuroml[@id='SK_E2']/ionChannel[@id='SK_E2']/gate[@id='z']/q10Settings[1]"",""new"":""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""2\""/>"",""note"":""scale_gate_time_constant"",""old"":null}]",{},"scale_gate_time_constant at neuroConstruct/generatedNeuroML2/SK_E2.channel.nml:/neuroml[@id='SK_E2']/ionChannel[@id='SK_E2']/gate[@id='z'] {""channel"": ""SK_E2"", ""factor"": 2.0, ""gate"": ""z"", ""mechanism"": ""q10_insert""} ",20260917
m-shift_gate_midpoint-373705d436,hay2011_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"",""new"":""-95mV"",""old"":""-90mV""}],""channel"":""Ca_LVAst"",""delta_mV"":-5.0,""gate"":""h"",""mechanism"":""steady_state""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""neuroConstruct/generatedNeuroML2/Ca_LVAst.channel.nml"",""locator"":""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"",""new"":""-95mV"",""note"":""shift_gate_midpoint"",""old"":""-90mV""}]",{},"shift_gate_midpoint at neuroConstruct/generatedNeuroML2/Ca_LVAst.channel.nml:/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h'] {""channel"": ""Ca_LVAst"", ""delta_mV"": -5.0, ""gate"": ""h"", ""mechanism"": ""steady_state""} midpoint: '-90mV' -> '-95mV'",20260917
m-shift_gate_midpoint-831ea54a80,hay2011_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/forwardRate[1]"",""new"":""-76mV"",""old"":""-66mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/reverseRate[1]"",""new"":""-76mV"",""old"":""-66mV""}],""channel"":""NaTa_t"",""delta_mV"":-10.0,""gate"":""h"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""neuroConstruct/generatedNeuroML2/NaTa_t.channel.nml"",""locator"":""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/forwardRate[1]"",""new"":""-76mV"",""note"":""shift_gate_midpoint"",""old"":""-66mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""neuroConstruct/generatedNeuroML2/NaTa_t.channel.nml"",""locator"":""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/reverseRate[1]"",""new"":""-76mV"",""note"":""shift_gate_midpoint"",""old"":""-66mV""}]",{},"shift_gate_midpoint at neuroConstruct/generatedNeuroML2/NaTa_t.channel.nml:/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h'] {""channel"": ""NaTa_t"", ""delta_mV"": -10.0, ""gate"": ""h"", ""mechanism"": ""rates""} midpoint: '-66mV' -> '-76mV'; midpoint: '-66mV' -> '-76mV'",20260917
m-scale_gate_slope-2599d25adf,hay2011_soma,kinetics,scale_gate_slope,"{""changes"":[{""attribute"":""scale"",""locator"":""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"",""new"":""-5.12mV"",""old"":""-6.4mV""}],""channel"":""Ca_LVAst"",""factor"":0.8,""gate"":""h"",""mechanism"":""steady_state""}","[{""action"":""set"",""attribute"":""scale"",""file"":""neuroConstruct/generatedNeuroML2/Ca_LVAst.channel.nml"",""locator"":""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"",""new"":""-5.12mV"",""note"":""scale_gate_slope"",""old"":""-6.4mV""}]",{},"scale_gate_slope at neuroConstruct/generatedNeuroML2/Ca_LVAst.channel.nml:/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h'] {""channel"": ""Ca_LVAst"", ""factor"": 0.8, ""gate"": ""h"", ""mechanism"": ""steady_state""} scale: '-6.4mV' -> '-5.12mV'",20260917
m-shift_forward_rate_midpoint-484491b9f3,hay2011_soma,kinetics,shift_forward_rate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"",""new"":""-149.9mV"",""old"":""-154.9mV""}],""channel"":""Ih"",""delta_mV"":5.0,""gate"":""m"",""mechanism"":""forward_rate""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""neuroConstruct/generatedNeuroML2/Ih.channel.nml"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"",""new"":""-149.9mV"",""note"":""shift_forward_rate_midpoint"",""old"":""-154.9mV""}]",{},"shift_forward_rate_midpoint at neuroConstruct/generatedNeuroML2/Ih.channel.nml:/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m'] {""channel"": ""Ih"", ""delta_mV"": 5.0, ""gate"": ""m"", ""mechanism"": ""forward_rate""} midpoint: '-154.9mV' -> '-149.9mV'",20260917
m-increase_dt-81e3dc25ff,hay2011_soma,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""old"":""0.0025ms""}],""factor"":4}","[{""action"":""set"",""attribute"":""step"",""file"":""neuroConstruct/generatedNeuroML2/LEMS_L5bPyrCellHayEtAl2011_LowDt.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""note"":""increase_dt"",""old"":""0.0025ms""}]","{""dt_factor"":4}","increase_dt at neuroConstruct/generatedNeuroML2/LEMS_L5bPyrCellHayEtAl2011_LowDt.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 4} step: '0.0025ms' -> '0.01ms'",20260917
m-solver_config-e526354a57,hay2011_soma,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""eulertree""}","[{""action"":""insert"",""attribute"":null,""file"":""neuroConstruct/generatedNeuroML2/LEMS_L5bPyrCellHayEtAl2011_LowDt.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""eulertree""}","solver_config at neuroConstruct/generatedNeuroML2/LEMS_L5bPyrCellHayEtAl2011_LowDt.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""eulertree""} ",20260917
m-recording_resolution-fb013c45fa,hay2011_soma,numerical,recording_resolution,"{""sample_every_ms"":0.05}",[],"{""sample_every_ms"":0.05}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.05} ",20260917
m-wrong_channel-36578b9f51,hay2011_soma,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"",""new"":""pas"",""old"":""Ca_LVAst""}],""element_id"":""Ca_LVAst_all"",""new_species"":""non_specific"",""old_species"":""ca""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"",""locator"":""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"",""new"":""pas"",""note"":""wrong_channel"",""old"":""Ca_LVAst""}]",{},"wrong_channel at neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml:/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all'] {""element_id"": ""Ca_LVAst_all"", ""new_species"": ""non_specific"", ""old_species"": ""ca""} ionChannel: 'Ca_LVAst' -> 'pas'",20260917
m-omit_include-6ba9e96842,hay2011_soma,reference,omit_include,"{""href"":""Ca_LVAst.channel.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"",""locator"":""/neuroml[@id='Soma_AllCML']/include[2]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""}]",{},"omit_include at neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml:/neuroml[@id='Soma_AllCML']/include[2] {""href"": ""Ca_LVAst.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""} ",20260917
m-duplicate_conductance-596d29cbb4,hay2011_soma,reference,duplicate_conductance,"{""new_id"":""NaTa_t_all_dup"",""source_id"":""NaTa_t_all""}","[{""action"":""insert"",""attribute"":null,""file"":""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"",""locator"":""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='NaTa_t_all_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""300.0 mS_per_cm2\"" id=\""NaTa_t_all_dup\"" ionChannel=\""NaTa_t\"" ion=\""na\"" erev=\""50.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml:/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='NaTa_t_all'] {""new_id"": ""NaTa_t_all_dup"", ""source_id"": ""NaTa_t_all""} ",20260917
m-wrong_compatible_component-51b1ad6cb5,hay2011_soma,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all']"",""new"":""SKv3_1"",""old"":""SK_E2""}],""element_id"":""SK_E2_all"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"",""locator"":""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all']"",""new"":""SKv3_1"",""note"":""wrong_compatible_component"",""old"":""SK_E2""}]",{},"wrong_compatible_component at neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml:/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all'] {""element_id"": ""SK_E2_all"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'SK_E2' -> 'SKv3_1'",20260917
m-scale_conductance-e5620ee307,bbp2015_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"",""new"":""1.548 mS_per_cm2"",""old"":""1.72 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""Nap_Et2_all"",""factor"":0.9}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"",""new"":""1.548 mS_per_cm2"",""note"":""scale_conductance"",""old"":""1.72 mS_per_cm2""}]",{},"scale_conductance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all'] {""element"": ""channelDensity"", ""element_id"": ""Nap_Et2_all"", ""factor"": 0.9} condDensity: '1.72 mS_per_cm2' -> '1.548 mS_per_cm2'",20260917
