variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-scale_gate_time_constant-25d2ef79c1,acnet2_pyr_soma,biophysical,scale_gate_time_constant,"{""changes"":[{""attribute"":""rate"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/forwardRate[1]"",""new"":""1.28e3per_s"",""old"":""1.6e3per_s""},{""attribute"":""rate"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/reverseRate[1]"",""new"":""8e1per_s"",""old"":""1e2per_s""}],""channel"":""Ca_pyr"",""factor"":0.8,""gate"":""m"",""mechanism"":""rate_parameters""}","[{""action"":""set"",""attribute"":""rate"",""file"":""LEMSexamples/morphologies/Ca_pyr.channel.nml"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/forwardRate[1]"",""new"":""1.28e3per_s"",""note"":""scale_gate_time_constant"",""old"":""1.6e3per_s""},{""action"":""set"",""attribute"":""rate"",""file"":""LEMSexamples/morphologies/Ca_pyr.channel.nml"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/reverseRate[1]"",""new"":""8e1per_s"",""note"":""scale_gate_time_constant"",""old"":""1e2per_s""}]",{},"scale_gate_time_constant at LEMSexamples/morphologies/Ca_pyr.channel.nml:/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m'] {""channel"": ""Ca_pyr"", ""factor"": 0.8, ""gate"": ""m"", ""mechanism"": ""rate_parameters""} rate: '1.6e3per_s' -> '1.28e3per_s'; rate: '1e2per_s' -> '8e1per_s'",20260917
m-scale_gate_time_constant-eb0c17da65,acnet2_pyr_soma,biophysical,scale_gate_time_constant,"{""changes"":[{""attribute"":""rate"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/forwardRate[1]"",""new"":""6.4e1per_s"",""old"":""1.28e2per_s""},{""attribute"":""rate"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/reverseRate[1]"",""new"":""2e3per_s"",""old"":""4e3per_s""}],""channel"":""Na_pyr"",""factor"":0.5,""gate"":""h"",""mechanism"":""rate_parameters""}","[{""action"":""set"",""attribute"":""rate"",""file"":""LEMSexamples/morphologies/Na_pyr.channel.nml"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/forwardRate[1]"",""new"":""6.4e1per_s"",""note"":""scale_gate_time_constant"",""old"":""1.28e2per_s""},{""action"":""set"",""attribute"":""rate"",""file"":""LEMSexamples/morphologies/Na_pyr.channel.nml"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/reverseRate[1]"",""new"":""2e3per_s"",""note"":""scale_gate_time_constant"",""old"":""4e3per_s""}]",{},"scale_gate_time_constant at LEMSexamples/morphologies/Na_pyr.channel.nml:/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h'] {""channel"": ""Na_pyr"", ""factor"": 0.5, ""gate"": ""h"", ""mechanism"": ""rate_parameters""} rate: '1.28e2per_s' -> '6.4e1per_s'; rate: '4e3per_s' -> '2e3per_s'",20260917
m-shift_gate_midpoint-e68b2bd3be,acnet2_pyr_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/forwardRate[1]"",""new"":""1e-2V"",""old"":""5e-03V""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/reverseRate[1]"",""new"":""-3.9e-3V"",""old"":""-8.9e-3V""}],""channel"":""Ca_pyr"",""delta_mV"":5.0,""gate"":""m"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""LEMSexamples/morphologies/Ca_pyr.channel.nml"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/forwardRate[1]"",""new"":""1e-2V"",""note"":""shift_gate_midpoint"",""old"":""5e-03V""},{""action"":""set"",""attribute"":""midpoint"",""file"":""LEMSexamples/morphologies/Ca_pyr.channel.nml"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/reverseRate[1]"",""new"":""-3.9e-3V"",""note"":""shift_gate_midpoint"",""old"":""-8.9e-3V""}]",{},"shift_gate_midpoint at LEMSexamples/morphologies/Ca_pyr.channel.nml:/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m'] {""channel"": ""Ca_pyr"", ""delta_mV"": 5.0, ""gate"": ""m"", ""mechanism"": ""rates""} midpoint: '5e-03V' -> '1e-2V'; midpoint: '-8.9e-3V' -> '-3.9e-3V'",20260917
m-shift_gate_midpoint-3c7134e6ec,acnet2_pyr_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/forwardRate[1]"",""new"":""-3.3e-2V"",""old"":""-4.3e-2V""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/reverseRate[1]"",""new"":""-1e-2V"",""old"":""-2e-2V""}],""channel"":""Na_pyr"",""delta_mV"":10.0,""gate"":""h"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""LEMSexamples/morphologies/Na_pyr.channel.nml"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/forwardRate[1]"",""new"":""-3.3e-2V"",""note"":""shift_gate_midpoint"",""old"":""-4.3e-2V""},{""action"":""set"",""attribute"":""midpoint"",""file"":""LEMSexamples/morphologies/Na_pyr.channel.nml"",""locator"":""/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h']/reverseRate[1]"",""new"":""-1e-2V"",""note"":""shift_gate_midpoint"",""old"":""-2e-2V""}]",{},"shift_gate_midpoint at LEMSexamples/morphologies/Na_pyr.channel.nml:/neuroml[@id='Na_pyr']/ionChannel[@id='Na_pyr']/gate[@id='h'] {""channel"": ""Na_pyr"", ""delta_mV"": 10.0, ""gate"": ""h"", ""mechanism"": ""rates""} midpoint: '-4.3e-2V' -> '-3.3e-2V'; midpoint: '-2e-2V' -> '-1e-2V'",20260917
m-scale_gate_slope-d122bda225,acnet2_pyr_soma,kinetics,scale_gate_slope,"{""changes"":[{""attribute"":""scale"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/forwardRate[1]"",""new"":""0.0173625V"",""old"":""0.01389V""},{""attribute"":""scale"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/reverseRate[1]"",""new"":""-0.00625V"",""old"":""-0.005V""}],""channel"":""Ca_pyr"",""factor"":1.25,""gate"":""m"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""scale"",""file"":""LEMSexamples/morphologies/Ca_pyr.channel.nml"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/forwardRate[1]"",""new"":""0.0173625V"",""note"":""scale_gate_slope"",""old"":""0.01389V""},{""action"":""set"",""attribute"":""scale"",""file"":""LEMSexamples/morphologies/Ca_pyr.channel.nml"",""locator"":""/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m']/reverseRate[1]"",""new"":""-0.00625V"",""note"":""scale_gate_slope"",""old"":""-0.005V""}]",{},"scale_gate_slope at LEMSexamples/morphologies/Ca_pyr.channel.nml:/neuroml[@id='Ca_pyr']/ionChannel[@id='Ca_pyr']/gate[@id='m'] {""channel"": ""Ca_pyr"", ""factor"": 1.25, ""gate"": ""m"", ""mechanism"": ""rates""} scale: '0.01389V' -> '0.0173625V'; scale: '-0.005V' -> '-0.00625V'",20260917
m-shift_forward_rate_midpoint-26075274d4,acnet2_pyr_soma,kinetics,shift_forward_rate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Kdr_pyr']/ionChannel[@id='Kdr_pyr']/gate[@id='n']/forwardRate[1]"",""new"":""-1.99e-2V"",""old"":""-2.49e-2V""}],""channel"":""Kdr_pyr"",""delta_mV"":5.0,""gate"":""n"",""mechanism"":""forward_rate""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""LEMSexamples/morphologies/Kdr_pyr.channel.nml"",""locator"":""/neuroml[@id='Kdr_pyr']/ionChannel[@id='Kdr_pyr']/gate[@id='n']/forwardRate[1]"",""new"":""-1.99e-2V"",""note"":""shift_forward_rate_midpoint"",""old"":""-2.49e-2V""}]",{},"shift_forward_rate_midpoint at LEMSexamples/morphologies/Kdr_pyr.channel.nml:/neuroml[@id='Kdr_pyr']/ionChannel[@id='Kdr_pyr']/gate[@id='n'] {""channel"": ""Kdr_pyr"", ""delta_mV"": 5.0, ""gate"": ""n"", ""mechanism"": ""forward_rate""} midpoint: '-2.49e-2V' -> '-1.99e-2V'",20260917
m-increase_dt-22bc5325eb,acnet2_pyr_soma,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""old"":""0.0025ms""}],""factor"":4}","[{""action"":""set"",""attribute"":""step"",""file"":""LEMSexamples/morphologies/LEMS_m_in_b_in.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.01ms"",""note"":""increase_dt"",""old"":""0.0025ms""}]","{""dt_factor"":4}","increase_dt at LEMSexamples/morphologies/LEMS_m_in_b_in.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 4} step: '0.0025ms' -> '0.01ms'",20260917
m-solver_config-83b0ebd45b,acnet2_pyr_soma,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""eulertree""}","[{""action"":""insert"",""attribute"":null,""file"":""LEMSexamples/morphologies/LEMS_m_in_b_in.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""eulertree""}","solver_config at LEMSexamples/morphologies/LEMS_m_in_b_in.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""eulertree""} ",20260917
m-recording_resolution-a5f502f6d0,acnet2_pyr_soma,numerical,recording_resolution,"{""sample_every_ms"":0.05}",[],"{""sample_every_ms"":0.05}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.05} ",20260917
m-wrong_channel-749374c5d2,acnet2_pyr_soma,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_pyr_soma_group']"",""new"":""LeakConductance_pyr"",""old"":""Na_pyr""}],""element_id"":""Na_pyr_soma_group"",""new_species"":""non_specific"",""old_species"":""na""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml"",""locator"":""/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_pyr_soma_group']"",""new"":""LeakConductance_pyr"",""note"":""wrong_channel"",""old"":""Na_pyr""}]",{},"wrong_channel at LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml:/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Na_pyr_soma_group'] {""element_id"": ""Na_pyr_soma_group"", ""new_species"": ""non_specific"", ""old_species"": ""na""} ionChannel: 'Na_pyr' -> 'LeakConductance_pyr'",20260917
m-omit_include-b072277531,acnet2_pyr_soma,reference,omit_include,"{""href"":""Ca_conc.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_conc.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml"",""locator"":""/neuroml[@id='pyr_4_sym_soma']/include[1]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_conc.nml\""/>""}]",{},"omit_include at LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml:/neuroml[@id='pyr_4_sym_soma']/include[1] {""href"": ""Ca_conc.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_conc.nml\""/>""} ",20260917
