study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,stratum,operator,primary_class,primary_admissible,primary_detecting_protocols,secondary_reproducible,secondary_features,secondary_detects_primary_miss,canonical_secondary_only
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-25d2ef79c1,acnet2_pyr_soma,primary_semantic,scale_gate_time_constant,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P05_long_step:first_isi,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-eb0c17da65,acnet2_pyr_soma,primary_semantic,scale_gate_time_constant,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step,P00_canonical:ap_half_width;P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:ap_half_width;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:first_isi,ap_half_width;firing_regime;first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-e68b2bd3be,acnet2_pyr_soma,primary_semantic,shift_gate_midpoint,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:first_isi;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:sag_ratio;P07_hyperpolarizing_step:voltage_deflection;P09_short_pulse:ap_half_width,ap_half_width;baseline_voltage;first_isi;mean_frequency;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-3c7134e6ec,acnet2_pyr_soma,primary_semantic,shift_gate_midpoint,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P05_long_step:first_isi,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_slope-d122bda225,acnet2_pyr_soma,primary_semantic,scale_gate_slope,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step,P00_canonical:baseline_voltage;P00_canonical:first_isi;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P04_step_2x:ap_half_width;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:firing_regime;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,ap_half_width;baseline_voltage;burst_count;firing_regime;first_isi;maximum_voltage;mean_frequency;minimum_voltage;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_forward_rate_midpoint-26075274d4,acnet2_pyr_soma,primary_semantic,shift_forward_rate_midpoint,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,P00_canonical:baseline_voltage;P00_canonical:first_isi;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,baseline_voltage;firing_regime;first_isi;maximum_voltage;mean_frequency;minimum_voltage;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-increase_dt-22bc5325eb,acnet2_pyr_soma,numerical_robustness,increase_dt,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-solver_config-83b0ebd45b,acnet2_pyr_soma,numerical_robustness,solver_config,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-recording_resolution-a5f502f6d0,acnet2_pyr_soma,numerical_robustness,recording_resolution,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_channel-749374c5d2,acnet2_pyr_soma,primary_semantic,wrong_channel,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step,P00_canonical:ap_half_width;P00_canonical:baseline_voltage;P00_canonical:firing_regime;P00_canonical:first_isi;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:ap_half_width;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:firing_regime;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,ap_half_width;baseline_voltage;burst_count;firing_regime;first_isi;maximum_voltage;mean_frequency;minimum_voltage;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-omit_include-b072277531,acnet2_pyr_soma,primary_semantic,omit_include,2_non_executable,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-duplicate_conductance-bdd4b1d9e1,acnet2_pyr_soma,primary_semantic,duplicate_conductance,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,P00_canonical:ap_half_width;P00_canonical:baseline_voltage;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P04_step_2x:ap_half_width;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:firing_regime;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage,ap_half_width;baseline_voltage;burst_count;firing_regime;first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_compatible_component-a38cf2a7ad,acnet2_pyr_soma,primary_semantic,wrong_compatible_component,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step,P00_canonical:ap_half_width;P00_canonical:baseline_voltage;P00_canonical:firing_regime;P00_canonical:first_isi;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:ap_half_width;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:firing_regime;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,ap_half_width;baseline_voltage;burst_count;firing_regime;first_isi;maximum_voltage;mean_frequency;minimum_voltage;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-0fd04dc708,migliore2014_mt_soma,primary_semantic,scale_conductance,6_silent_under_canonical,True,P03_rheobase;P05_long_step;P06_ramp,P05_long_step:first_isi,first_isi,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-a9d05675ab,migliore2014_mt_soma,primary_semantic,scale_conductance,6_silent_under_canonical,True,P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step,P04_step_2x:first_isi;P05_long_step:first_isi;P05_long_step:mean_frequency;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection,first_isi;mean_frequency;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-fd3b7c7dcc,migliore2014_mt_soma,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:ap_half_width;P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:ap_half_width;P04_step_2x:first_isi;P05_long_step:ap_half_width;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage;P09_short_pulse:ap_half_width,ap_half_width;baseline_voltage;first_isi;maximum_voltage;mean_frequency;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-de26f4d2e1,migliore2014_mt_soma,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,ap_half_width;baseline_voltage;burst_count;firing_regime;first_isi;maximum_voltage;mean_frequency;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-7be708c601,migliore2014_mt_soma,primary_semantic,shift_reversal,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-d4460926dc,migliore2014_mt_soma,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,baseline_voltage;first_isi;maximum_voltage;mean_frequency;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-3bffbb8e9b,migliore2014_mt_soma,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage,baseline_voltage;first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-9acb9774d9,migliore2014_mt_soma,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:ap_half_width;P04_step_2x:ap_half_width;P04_step_2x:first_isi;P05_long_step:ap_half_width;P05_long_step:first_isi;P09_short_pulse:ap_half_width,ap_half_width;first_isi,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-669e5e35b9,migliore2014_mt_soma,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-f459583f48,migliore2014_mt_soma,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P09_short_pulse:ap_half_width,ap_half_width;first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-f6ccf19d87,migliore2014_mt_soma,primary_semantic,shift_gate_midpoint,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage,baseline_voltage;first_isi;mean_frequency;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-c36e1e57f0,migliore2014_mt_soma,primary_semantic,shift_gate_midpoint,6_silent_under_canonical,True,P05_long_step;P06_ramp,P06_ramp:mean_frequency,mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_slope-15951a0f18,migliore2014_mt_soma,primary_semantic,scale_gate_slope,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:ap_half_width;P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:ap_half_width;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage;P09_short_pulse:ap_half_width,ap_half_width;baseline_voltage;first_isi;maximum_voltage;mean_frequency;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-increase_dt-86f7c3d69e,migliore2014_mt_soma,numerical_robustness,increase_dt,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-solver_config-7333128140,migliore2014_mt_soma,numerical_robustness,solver_config,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-recording_resolution-1709456cdd,migliore2014_mt_soma,numerical_robustness,recording_resolution,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_channel-aa3604e9d4,migliore2014_mt_soma,primary_semantic,wrong_channel,3_numerically_unstable,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-omit_include-a855d45581,migliore2014_mt_soma,primary_semantic,omit_include,1_structurally_invalid,False,,,,False,False
